Job Title,Company/Organization,Location,Job Link
"Policy Fellow, AI Governance (Standards and Regulation)",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/policy-fellow-ai-governance-standards-and-regulation-43275/en/
"Research Associate, AI Governance",The Alan Turing Institute,London,https://cezanneondemand.intervieweb.it/turing/jobs/research-associate-ai-governance-standards-and-regulation-41697/en/
Research Scientist / Research Engineer (AI Safety Institute),UK AI Safety Institute,London,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xOTA5OTg5JnVzZXJzZWFyY2hjb250ZXh0PTgwOTg2MjYwJnNlYXJjaHNvcnQ9c2NvcmUmc2VhcmNocGFnZT0xJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzE1OTU4NjI0LTYxYThhZWQ3OTI2YzgwMWQ1ZWE0ZjZkNTdkM2FjMGVlNzU4MTg3YTM=
"Director, Head of Public Policy",Google DeepMind,London,https://boards.greenhouse.io/deepmind/jobs/5997460
Congressional AI (Artificial Intelligence) Intern,U.S. House of Representatives,Washington DC,https://resumebank.domewatch.us/jobs/3567
AI Policy Director - Government Relations - Executive Director,JPMorgan Chase & Co,NYC,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210520629/?utm_medium=jobshare
"Associate General Counsel, AI Research",OpenAI,"San Francisco, California",https://jobs.ashbyhq.com/openai/3f0e0226-00a6-48da-9132-8373950d50f8
Data Scientist - AI Enablement and Responsible AI,Pandora,Copenhagen,https://careers.pandoragroup.com/job/Copenhagen-V-Data-Scientist-AI-Enablement-and-Responsible-AI/1033609201/
"Director, Responsible AI - International Businesses","Prudential Financial, Inc","Newark, NJ",https://pru.wd5.myworkdayjobs.com/en-US/Careers/job/Director--Responsible-AI---International-Businesses_R-117182?locationCountry=bc33aa3152ec42d4995f4791a106ed09
Policy Manager - AI Governance - EU,Credo AI,"Brussels, UK Remote, USA Remote",https://jobs.ashbyhq.com/credo.ai/7d6142ec-e9b7-4c0b-a244-ce670558a12f?embed=js
Content Adversarial Red Team Analyst,Google,"Hyderabad, Telangana, India",https://www.google.com/about/careers/applications/jobs/results/77173160473961158-content-adversarial-red-team-analyst
Director & Special Counsel,Google DeepMind,"Mountain View, CA",https://boards.greenhouse.io/deepmind/jobs/5964456
Policy Research Analyst,Anthropic,"San Francisco, CA",https://boards.greenhouse.io/anthropic/jobs/4035151008
Privacy Counsel,BILL,"San Jose, CA",https://www.bill.com/about-us/jobs?gh_jid=5179636004
"Associate Principal Analyst, Trust and Safety",Google,"Austin, TX",https://www.google.com/about/careers/applications/jobs/results/74737327210930886-associate-principal-analyst-trust-and-safety
"Senior Counsel, Intellectual Property and Technology",Chan Zuckerberg Initiative,"Redwood City, CA (Open to Flex)",https://boards.greenhouse.io/chanzuckerberginitiative/jobs/5943864?gh_jid=5943864
Senior Auditor,Eticas,Remote,https://zurl.to/JTiF?source=CareerSite
Junior Auditor,Eticas,Remote,https://zurl.to/VThQ?source=CareerSite
Lead AI Security Researcher,Grammarly,Remote (U.S.),https://www.grammarly.com/jobs/engineering/lead-ai-security-researcher?gh_jid=5523286
Head of Frontier Technologies,World Economic Forum,San Francisco,https://weforum.wd3.myworkdayjobs.com/en-US/Forum_Careers/job/San-Francisco/Head-of-Frontier-Technologies_R2972
AI Governance Fellow/Senior Fellow - Wadhwani Cetner for AI and Advanced Technologies,Center for Strategic and International Studies (CSIS),Washington DC,https://careers.csis.org/opportunities/1480
Software Engineer,trail,Munich,https://trail-ml.notion.site/Software-Engineer-9c354a3bbc7f4331a09be66391f262f8
"Counsel, Privacy & Cybersecurity",Hyundai,"Fountain Valley, CA",https://careersautomotive.com/job/Fountain-Valley-Counsel%2C-Privacy-&-Cybersecurity-CA-92708/1142742200/
Principal Research Engineer,Microsoft,"Redmond, WA or Remote (U.S.)",https://jobs.careers.microsoft.com/global/en/share/1697082/?utm_source=Job
Algorithmic Auditing Association and Certification Intern,International Association of Algorithmic Auditors,Remote,https://eticastech.sharepoint.com/:b:/s/Intranet/EZNDTPgyxhlDjtdEshVszXIBLv2U-jt9A5yNmQmnUkcQ6g?e=ybq44X
Research Engineer (AI Red Team),Info-communications Media Development Authority of Singapore,Singapore,https://www.careers.hrp.gov.sg/sap/bc/ui5_ui5/sap/ZGERCFA004/index.html#/JobDescription/14197387/31421e83-cc31-1ede-ab81-06bfd90e926c
Applied Data Scientist (Remote),OpenMined,Remote,https://openmined.org/#/careers/data-scientist
AI Reporting Grants,Pulitzer Center,Remote (global south apps encouraged),https://pulitzercenter.org/grants-fellowships/opportunities-journalists/ai-reporting-grants
Machine Learning Reporting Grants,Pulitzer Center,Global (U.S. residents and journalists around the world),https://pulitzercenter.org/grants-fellowships/opportunities-journalists/machine-learning-reporting-grants
