job_title,company,location,job_link,has_keyword,Work Type,Employer Type,Policy,AI Governance,Responsible AI,Cybersecurity,Privacy,Data Governance,Data Science,Digital Governance,Digital Ethics,Digital Inclusion,Digital Rights,Civic Tech,Social Impact,Trust & Safety,Human Rights,Human-Centered Design,UX Design,Research,Education,Arts,Journalism,Language,Ethics,History,Culture,Developer,Open Source,Other
"Research Fellow / Senior Fellow, Artificial Intelligence",Foundation for American Innovation,"Washington, DC, ▪ ...",https://www.thefai.org/posts/job-listing-research-fellow-senior-fellow-artificial-intelligence,yes,On-site,Government,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no
Reporters in Residence (Winter 2026),Omidyar Network,"Remote, USA, ▪ ...",https://job-boards.greenhouse.io/omidyarnetwork/jobs/7329668,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,no
Policy Researcher,AI Futures Project,"San Francisco Bay Area, ▪ Washington, DC, ▪ ...",https://docs.google.com/document/d/1r5YKOUi6gMUZoZvAEh0tHbbHM9RKYk6ONEkw_Tpizb0/preview?tab=t.0,yes,On-site,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
"Fellowship, Political Studies (Summer 2026)",Hudson Institute,"Washington, DC, ▪ ...",https://hudsonpoliticalstudies.org/fellowship/seminars,yes,On-site,Government,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,no
List of Top US Policy Master's Programmes,Various US Universities,"USA, ▪ ...",https://airtable.com/shrC1Dswb9eIiTWzG/tbl2ljqBV2ztwdOSU,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no
"Research Fellow, Artificial Intelligence",Council on Foreign Relations,"New York, NY, ▪ ...",https://careers-cfr.icims.com/jobs/2826/research-fellow%2c-artificial-intelligence/job?mode=view&mobile=false&width=1905&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-240,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
Senior Programs and Strategy Manager,FAR AI,"San Francisco Bay Area, ▪ Remote, Global, ▪ Remote, USA, ▪ ...",https://www.far.ai/careers/senior-programs-and-strategy-manager,yes,Remote,Government,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no
"Security Engineer, Operating Systems",Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4929693008,yes,On-site,Government,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no
"Security Engineer, Systems Integrity",Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4929689008,yes,On-site,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no
Internship (Spring 2026),Committee for a Responsible Federal Budget,"Washington, DC, ▪ ...",https://www.crfb.org/jobs/internship,yes,On-site,Government,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no
"Internship, Science Undergraduate Laboratory (Summer 2026)","US Government, Department of Energy","Washington, DC, ▪ ...",https://science.osti.gov/wdts/suli,yes,On-site,Government,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no
Founding Generalist,Kairos,"San Francisco Bay Area, ▪ London, UK, ▪ Boston metro area, ▪ Remote, Global, ▪ ...",https://kairos-project.org/hiring/founding-generalist?utm_source=80k&utm_medium=job-board&utm_campaign=hiring-2025-q4,yes,Remote,Private,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no
"Researcher, Data and Trends",Epoch AI,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/epoch-ai/bfae9497-e8dd-4d3d-a81c-6df03fb0f756,yes,Remote,Government,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no
Research Fellow (Summer 2026),Institute for Law and AI,"Washington, DC, ▪ San Francisco Bay Area, ▪ ...",https://law-ai.org/srf-us/,yes,Remote,Government,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no
Policy Manager,"University of Chicago, Development Innovation Lab","Chicago, IL, ▪ ...",https://uchicago.wd5.myworkdayjobs.com/en-US/External/job/Chicago-IL/Policy-Manager_JR31792,yes,On-site,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Research and Policy Lead,"University of Chicago, Development Innovation Lab","Chicago, IL, ▪ ...",https://uchicago.wd5.myworkdayjobs.com/External/job/Chicago-IL/Research---Policy-Lead_JR31925,yes,On-site,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
AI Platform Security Engineer,Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4942002008,yes,Remote,Government,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no
Operations Coordinator,Constellation,"San Francisco Bay Area, ▪ ...",https://www.constellation.org/careers/operations-coordinator,yes,On-site,Government,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
Technical Associate / Predoctoral Research Assistant,"Massachusetts Institute of Technology, FutureTech","Boston metro area, ▪ ...",https://futuretech.mit.edu/opportunities/technical-associate-predoctoral-research-assistant,yes,On-site,Government,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no
Postdoctoral Associate,"Massachusetts Institute of Technology, FutureTech","Boston metro area, ▪ ...",https://futuretech.mit.edu/opportunities/postdoctoral-associate,yes,On-site,Government,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no
Director of Operations,Model Evaluation and Threat Research,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/metr/1906a024-9bb0-4175-b74a-224dd96fafea,yes,On-site,Government,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no
"Intern, Global Health Policy Center (Spring 2026)",Center for Strategic and International Studies,"Washington, DC, ▪ ...",https://careers.csis.org/opportunities/1695,yes,On-site,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Distinguished Engineer, AI Safety",Google,"New York, NY, ▪ San Francisco Bay Area, ▪ ...",https://www.google.com/about/careers/applications/jobs/results/141056879525536454-distinguished-engineer/,yes,On-site,Government,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no
Research Engineer Intern (Summer 2026),Center for AI Safety,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/aisafety/c4574e64-bc5b-40e1-a64a-a417551d8fae,yes,On-site,Government,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,no
Infrastructure Engineer,FAR AI,"San Francisco Bay Area, ▪ Remote, Global, ▪ Remote, USA, ▪ ...",https://www.far.ai/careers/infrastructure-engineer,yes,Remote,Government,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no
"Postdoctoral Fellowship, AI Existential Safety (2026)",Future of Life Institute,"USA, ▪ Canada, ▪ UK, ▪ ...",https://www.grantinterface.com/Opportunity/Catalog?urlkey=fli&source=80k,yes,On-site,Private,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
"PhD Fellowship, US-China AI Governance (2026)",Future of Life Institute,"USA, ▪ Canada, ▪ UK, ▪ ...",https://www.grantinterface.com/Opportunity/Catalog?urlkey=fli&source=80k,yes,On-site,Private,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
"PhD Fellowship, AI Existential Safety (2026)",Future of Life Institute,"USA, ▪ Canada, ▪ UK, ▪ ...",https://www.grantinterface.com/Opportunity/Catalog?urlkey=fli&source=80k,yes,On-site,Private,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Postdocs / Research Staff / Staff Programmers / Interns,"University of California, Berkeley, Department of Electrical Engineering and Computer Sciences","San Francisco Bay Area, ▪ ...",https://dawnsong.io/,yes,On-site,Government,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,no
Go-To-Market Lead,Goodfire,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/goodfire/jobs/4940628008,yes,On-site,Private,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
Internship (Spring 2026),Observer Reach Foundation America,"Washington, DC, ▪ ...",https://orfamerica.org/spring-2026-internships,yes,On-site,Government,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no
"Member of Technical Staff, AI Safety Post-Training",Microsoft,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ ...",https://microsoft.ai/job/member-of-technical-staff-ai-safety-post-training/,yes,On-site,Private,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no
"Engineering Manager, Cloud Security",Anthropic,"San Francisco Bay Area, ▪ Seattle metro area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4897424008,yes,On-site,Government,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no
List of Short-Term Policy Programs,Horizon Institute for Public Service,"Washington, DC, ▪ ...",https://emergingtechpolicy.org/pathways/short-term-policy-programs/,yes,On-site,Government,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no
Research Program Manager,Constellation,"San Francisco Bay Area, ▪ ...",https://www.constellation.org/careers/research-program-manager,yes,Remote,Government,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no
"Research Engineer / Scientist, Model Welfare",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4812169008,yes,On-site,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no
"Engineering Manager, Secure Frameworks",Anthropic,"San Francisco Bay Area, ▪ Seattle metro area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4921729008,yes,On-site,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,no
Applied AI / ML Researcher,"Massachusetts Institute of Technology, Lincoln Laboratory","Washington, DC, ▪ ...",https://careers.ll.mit.edu/job/Lexington-Applied-AIML-Researcher-MA-02420/1288187600/,yes,On-site,Government,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no
"Machine Learning Research Lead, Security and Policy Research Lab",Scale AI,"San Francisco Bay Area, ▪ New York, NY, ▪ ...",https://scale.com/careers/4620629005,yes,On-site,Government,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no
Talent Mobilisation Lead,Constellation,"San Francisco Bay Area, ▪ ...",https://www.constellation.org/careers/talent-mobilization-lead,yes,Remote,Private,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no
"Executive Director, AI Initiative","Stanford University, School of Law","San Francisco Bay Area, ▪ ...",https://careersearch.stanford.edu/jobs/executive-director-ai-initiative-stanford-law-school-29036,yes,On-site,Government,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no
"Senior Project Manager, Events",FAR AI,"San Francisco Bay Area, ▪ Remote, USA, ▪ ...",https://www.far.ai/careers/senior-project-manager-events,yes,Remote,Government,yes,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no
Content Editor,Center for AI Safety,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/aisafety/b4896108-738d-47eb-9176-c54a1fdeb9d7,yes,Remote,Government,yes,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
Chief Operating Officer,FAR AI,"San Francisco Bay Area, ▪ ...",https://www.far.ai/careers/chief-operating-officer-coo,yes,Remote,Government,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no
"Research Engineer, Training Infrastructure Lead",Goodfire,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/goodfire/jobs/4889377008,yes,On-site,Private,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
"Research Engineer, Training Infrastructure",Goodfire,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/goodfire/jobs/4889498008,yes,On-site,Private,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no
Special Projects Manager,Center for AI Safety,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/aisafety/a510a964-6425-405d-b757-cb7bfd19c994,yes,On-site,Government,yes,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no
Special Projects Associate,Center for AI Safety,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/aisafety/9f88e794-4c93-495b-996e-eaf1c0d456f9,yes,On-site,Government,yes,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no
Senior Software Engineer,CivAI,"San Francisco Bay Area, ▪ ...",https://civai.org/jobs/senior-software-engineer,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no
Director of Public Engagement,Center for AI Safety,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/aisafety/03cc11e0-135c-488c-8423-8b7c008ec73b,yes,On-site,Government,yes,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no
"Trainee, Indo-Pacific Program (Spring 2026)",German Marshall Fund,"Washington, DC, ▪ ...",https://gmfus.hrmdirect.com/employment/job-opening.php?req=3546185&req_loc=1077820&&#job,yes,On-site,Government,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no
Senior ML Research Engineer / Scientist,Model Evaluation and Threat Research,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/metr/4477967c-a6bd-4b5f-b85b-d4b5335cc653,yes,On-site,Government,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no
"Summer Associate, Policy Research",RAND Corporation,"Los Angeles, CA, ▪ Washington, DC, ▪ Pittsburgh, PA, ▪ Boston metro area, ▪ Remote, USA, ▪ ...",https://rand.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/Santa-Monica-CA-Greater-Los-Angeles-Area/RAND-Summer-Associate-Program---ENGINEERING--COMPUTER-SCIENCE--MATH--DATA-SCIENCE--ARTIFICIAL-INTELLIGENCE---PHYSICAL-SCIENCES_R3370,yes,Remote,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Government Fellowship,Institute of Electrical and Electronics Engineers,"Washington, DC, ▪ ...",https://ieeeusa.org/public-policy/government-fellowships/,yes,On-site,Government,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no
World Fellows Program (2026),"Yale University, Jackson School of Global Affairs","New Haven, CT, ▪ ...",https://worldfellows.yale.edu/the-program/application/,yes,On-site,Private,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no
IT Coordinator,Constellation,"San Francisco Bay Area, ▪ ...",https://www.constellation.org/careers/it-coordinator,yes,On-site,Private,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no
IT Lead,Constellation,"San Francisco Bay Area, ▪ ...",https://www.constellation.org/careers/senior-it-specialist,yes,On-site,Private,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
Research Collaborators,"University of California, Center for Human-Compatible Artificial Intelligence","Remote, Global, ▪ San Francisco Bay Area, ▪ ...",https://humancompatible.ai/jobs#research-collaborators,yes,Remote,Private,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no
NobleReach Scholars (2026),NobleReach Foundation,"USA, ▪ ...",https://noblereachfoundation.org/scholars-program/,yes,On-site,Government,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no
"Staff Security Engineer, Container and VM Security",Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4807626008,yes,On-site,Government,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no
"Research Manager, Interpretability",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4009173008,yes,On-site,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no
Full-Stack Engineer,Beneficial AI Foundation,"Remote, Global, ▪ Boston metro area, ▪ ...",https://docs.google.com/forms/d/e/1FAIpQLSdBREOw8eWFcPVsKyaA56UaBDrJlHr_XQ7e6i7V3oQE7JfliQ/viewform,yes,Remote,Private,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
Technology and Geopolitics Fellowship,"Harvard University, Belfer Center for Science and International Affairs","Boston metro area, ▪ ...",https://www.belfercenter.org/fellowship/technology-and-geopolitics,yes,On-site,Private,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no
International Security Program Fellowship,"Harvard University, Belfer Center for Science and International Affairs","Boston metro area, ▪ ...",https://www.belfercenter.org/fellowship/international-security-program-fellowship,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no
"Request for Startups, Explainable AI",Y Combinator,"San Francisco Bay Area, ▪ ...",https://www.ycombinator.com/rfs#explainable-ai,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no
Policy Analyst / Director,Encode,"Washington, DC, ▪ ...",https://docs.google.com/document/d/1UxruiF1jo5s956wbyRZp_SNrE1y4SNE0MF3-MkM5sqQ/edit?tab=t.0#heading=h.oqz3pmpx7801,yes,On-site,Private,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Cybersecurity Penetration Tester,xAI,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/xai/jobs/4925189007,yes,On-site,Private,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no
"ML Infrastructure Engineer, Safeguards",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4778843008,yes,On-site,Government,yes,yes,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no
"List of Staff Opportunities, U.S. Senate","US Government, Senate","Washington, DC, ▪ ...",https://www.senate.gov/employment/po/positions.htm,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no
"Engineering Manager, Detection and Response",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4806060008,yes,On-site,Government,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no
"Research Engineer / Scientist, Alignment Science",Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4631822008,yes,On-site,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no
"Postdoctoral Associate, AI Performance and Safety","Massachusetts Institute of Technology, FutureTech","Boston metro area, ▪ ...",https://futuretech.mit.edu/opportunities/postdoctoral-associate---ai-performance-and-safety,yes,On-site,Government,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no
Senior Software Security Engineer,Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4887959008,yes,Remote,Government,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no
"Research Professional, Development Innovation Lab","University of Chicago, Development Innovation Lab","Chicago, IL, ▪ ...",https://job-boards.greenhouse.io/universityofchicago/jobs/7478579003,yes,On-site,Government,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no
"Security Engineer, Detection Platform Infrastructure",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4595463008,yes,On-site,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no
"Security Engineer, Detection and Response, USA",Anthropic,"San Francisco Bay Area, ▪ Washington, DC, ▪ New York, NY, ▪ Seattle metro area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4595465008,yes,On-site,Government,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no
Research Scientist,Goodfire,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/goodfire/jobs/4746990008,yes,On-site,Private,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
Research Engineer,Goodfire,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/goodfire/jobs/4746983008,yes,On-site,Private,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
"Research Lead, AI Security Policy",RAND Corporation,"Washington, DC, ▪ ...",https://rand.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/Washington-DC-DC-Metro-Area/Research-Lead---AI-Security-Policy_R3121,yes,On-site,Private,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Supreme Court Fellows Program,Supreme Court of the United States,"Washington, DC, ▪ ...",https://www.supremecourt.gov/fellows/AboutFellowships.aspx,yes,On-site,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no
"Boren Fellowships / Boren Scholarships, Boren Awards Fund","US Government, Department of Defense","USA, ▪ ...",https://www.borenawards.org/?mc_cid=317720c102,yes,On-site,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no
AMS Congressional Fellowship (2026-2027),American Mathematical Society,"Washington, DC, ▪ ...",https://www.ams.org/government/government/ams-congressional-fellowship,yes,On-site,Government,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no
"Postdoctoral Associate, Cyber Security / Cyber Conflicts / Digital Economics","Yale University, Digital Ethics Center","New Haven, CT, ▪ ...",https://dec.yale.edu/join-us/researchers,yes,On-site,Government,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no
Software Engineer,CivAI,"San Francisco Bay Area, ▪ ...",https://civai.org/jobs/software-engineer,yes,On-site,Government,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no
"Internship, Programming (Spring 2026)",Carnegie Council for Ethics in International Affairs,"New York, NY, ▪ ...",https://www.carnegiecouncil.org/about/jobs/2026-spring-programming-internship,yes,On-site,Non-profit,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,no
"Postdoctoral Research Associate, Program on Science and Global Security","Princeton University, School of Public and International Affairs","Princeton, NJ, ▪ ...",https://puwebp.princeton.edu/AcadHire/apply/application.xhtml?listingId=38301,yes,On-site,Government,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no
"Research Engineer, AI Safety",Beneficial AI Foundation,"Remote, Global, ▪ Boston metro area, ▪ ...",https://docs.google.com/forms/d/1irecYvgyrSR-5r8hN8qAXumheEuz02TtRgFp-QxYheY/viewform?edit_requested=true,yes,Remote,Private,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no
Application Security Engineering Manager,Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4562813008,yes,On-site,Government,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no
"Senior Director, AI Services",Frontier,"Washington, DC, ▪ Remote, Global, ▪ Remote, USA, ▪ ...",https://www.imaginefrontier.com/senior-director-of-artificial-intelligence,yes,Remote,Government,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no
